m1_source,m2_source,dL,likelihood,prior,posterior
1.601959153075081188e+00,1.140890049883839241e+00,7.320000000000000000e+02,2.186785191562807373e+00,1.000000000000000000e+00,2.186785191562807373e+00
1.696387140429520546e+00,1.081682379880341216e+00,7.320000000000000000e+02,2.452583086671222379e+00,1.000000000000000000e+00,2.452583086671222379e+00
1.493671142729976475e+00,1.219439666428419056e+00,7.320000000000000000e+02,1.900878254577863968e+00,1.000000000000000000e+00,1.900878254577863968e+00
1.724891791601183888e+00,1.065842699087772960e+00,7.320000000000000000e+02,2.535096133218164738e+00,1.000000000000000000e+00,2.535096133218164738e+00
1.871768095895189221e+00,9.899741041473342218e-01,7.320000000000000000e+02,2.986102132138308995e+00,1.000000000000000000e+00,2.986102132138308995e+00
1.490542362055974124e+00,1.221647033763744172e+00,7.320000000000000000e+02,1.893122026938898417e+00,1.000000000000000000e+00,1.893122026938898417e+00
1.636154774361777031e+00,1.118638562117890478e+00,7.320000000000000000e+02,2.281172200846161680e+00,1.000000000000000000e+00,2.281172200846161680e+00
1.371916655054763456e+00,1.323821668797740658e+00,7.320000000000000000e+02,1.604340973340352194e+00,1.000000000000000000e+00,1.604340973340352194e+00
1.435678158180585529e+00,1.267362390603151479e+00,7.320000000000000000e+02,1.755941138181320582e+00,1.000000000000000000e+00,1.755941138181320582e+00
1.527000187487040028e+00,1.193880301731030658e+00,7.320000000000000000e+02,1.986735938117281774e+00,1.000000000000000000e+00,1.986735938117281774e+00
1.483170513786055800e+00,1.226680507425284006e+00,7.320000000000000000e+02,1.875071015472044911e+00,1.000000000000000000e+00,1.875071015472044911e+00
1.887467506739289202e+00,9.827233013373900539e-01,7.320000000000000000e+02,3.036369910393623694e+00,1.000000000000000000e+00,3.036369910393623694e+00
1.764781187804970841e+00,1.043939511319833091e+00,7.320000000000000000e+02,2.653772697877427866e+00,1.000000000000000000e+00,2.653772697877427866e+00
1.684557676969633766e+00,1.088948202979669100e+00,7.320000000000000000e+02,2.418141575292846124e+00,1.000000000000000000e+00,2.418141575292846124e+00
2.250340292179264345e+00,8.457404441412194052e-01,7.320000000000000000e+02,4.314869551559267435e+00,1.000000000000000000e+00,4.314869551559267435e+00
1.735782737557348909e+00,1.059549605854939847e+00,7.320000000000000000e+02,2.567482099131871642e+00,1.000000000000000000e+00,2.567482099131871642e+00
1.629370733913309222e+00,1.122793448191107935e+00,7.320000000000000000e+02,2.262469961464343093e+00,1.000000000000000000e+00,2.262469961464343093e+00
1.650922774254604430e+00,1.110056101492410185e+00,7.320000000000000000e+02,2.321790991686202510e+00,1.000000000000000000e+00,2.321790991686202510e+00
1.535155259555669671e+00,1.186627291696950248e+00,7.320000000000000000e+02,2.009071127191921047e+00,1.000000000000000000e+00,2.009071127191921047e+00
2.007434914959075112e+00,9.320426380932939070e-01,7.320000000000000000e+02,3.433132967254825640e+00,1.000000000000000000e+00,3.433132967254825640e+00
1.537905135062573203e+00,1.186181273810027692e+00,7.320000000000000000e+02,2.014906526562131983e+00,1.000000000000000000e+00,2.014906526562131983e+00
1.442958514262486336e+00,1.259951279966124771e+00,7.320000000000000000e+02,1.774636633355750170e+00,1.000000000000000000e+00,1.774636633355750170e+00
1.401976000896467234e+00,1.296189931066143108e+00,7.320000000000000000e+02,1.675133237963615462e+00,1.000000000000000000e+00,1.675133237963615462e+00
2.075880862332150301e+00,9.047366707043194012e-01,7.320000000000000000e+02,3.673087967467386417e+00,1.000000000000000000e+00,3.673087967467386417e+00
1.506495219582118850e+00,1.209473635483502729e+00,7.320000000000000000e+02,1.933668286756898391e+00,1.000000000000000000e+00,1.933668286756898391e+00
1.349630293090988253e+00,1.346500076258110523e+00,7.320000000000000000e+02,1.552119277575190415e+00,1.000000000000000000e+00,1.552119277575190415e+00
1.460978596969335408e+00,1.244950301573103379e+00,7.320000000000000000e+02,1.819170741434618321e+00,1.000000000000000000e+00,1.819170741434618321e+00
1.370853305751405182e+00,1.324721116803417864e+00,7.320000000000000000e+02,1.601927905873822944e+00,1.000000000000000000e+00,1.601927905873822944e+00
1.487421425104150874e+00,1.223313851976527866e+00,7.320000000000000000e+02,1.885829093408019519e+00,1.000000000000000000e+00,1.885829093408019519e+00
1.379964159213556085e+00,1.317203065005851714e+00,7.320000000000000000e+02,1.622575316086905639e+00,1.000000000000000000e+00,1.622575316086905639e+00
1.610490145517252447e+00,1.135527371378727723e+00,7.320000000000000000e+02,2.209853058730014030e+00,1.000000000000000000e+00,2.209853058730014030e+00
