m1_source,m2_source,dL,likelihood,prior,posterior
2.543330012503699500e+00,1.400102201575962102e+00,9.680000000000000000e+02,3.972307273699104524e+00,1.000000000000000000e+00,3.972307273699104524e+00
2.112154098460032881e+00,1.661124103721689949e+00,9.680000000000000000e+02,2.739796822408316679e+00,1.000000000000000000e+00,2.739796822408316679e+00
1.975922856517480675e+00,1.772492096282266560e+00,9.680000000000000000e+02,2.397159473633008187e+00,1.000000000000000000e+00,2.397159473633008187e+00
2.549165169346991888e+00,1.398153634653801491e+00,9.680000000000000000e+02,3.989189518375290788e+00,1.000000000000000000e+00,3.989189518375290788e+00
1.903895178168984126e+00,1.838362600540278224e+00,9.680000000000000000e+02,2.225708486767291827e+00,1.000000000000000000e+00,2.225708486767291827e+00
1.876212300645645259e+00,1.866319445433997304e+00,9.680000000000000000e+02,2.160908015494733547e+00,1.000000000000000000e+00,2.160908015494733547e+00
2.044920236679097059e+00,1.714225224806138925e+00,9.680000000000000000e+02,2.567580207643352708e+00,1.000000000000000000e+00,2.567580207643352708e+00
2.235226931616890234e+00,1.574952373042284304e+00,9.680000000000000000e+02,3.068166316383194037e+00,1.000000000000000000e+00,3.068166316383194037e+00
2.025122892501560301e+00,1.731125163707767589e+00,9.680000000000000000e+02,2.517594073747979166e+00,1.000000000000000000e+00,2.517594073747979166e+00
1.989888390970817378e+00,1.760488828005757345e+00,9.680000000000000000e+02,2.431057505759337989e+00,1.000000000000000000e+00,2.431057505759337989e+00
1.893740091320213370e+00,1.848921077692509130e+00,9.680000000000000000e+02,2.201575588652513016e+00,1.000000000000000000e+00,2.201575588652513016e+00
1.950262499057863641e+00,1.795718194978380033e+00,9.680000000000000000e+02,2.335073176286266872e+00,1.000000000000000000e+00,2.335073176286266872e+00
2.760451293671099648e+00,1.302643174035295059e+00,9.680000000000000000e+02,4.680025585147761014e+00,1.000000000000000000e+00,4.680025585147761014e+00
2.216407859150787640e+00,1.587592303023956708e+00,9.680000000000000000e+02,3.016575979966470200e+00,1.000000000000000000e+00,3.016575979966470200e+00
1.921773314298073077e+00,1.821468224529565694e+00,9.680000000000000000e+02,2.267668840501790406e+00,1.000000000000000000e+00,2.267668840501790406e+00
1.896417794928842770e+00,1.845231187272382556e+00,9.680000000000000000e+02,2.208461167780954248e+00,1.000000000000000000e+00,2.208461167780954248e+00
2.535515448185568399e+00,1.403914985589062692e+00,9.680000000000000000e+02,3.947980205884395577e+00,1.000000000000000000e+00,3.947980205884395577e+00
2.240730245641211926e+00,1.572083503206379795e+00,9.680000000000000000e+02,3.082543108940061671e+00,1.000000000000000000e+00,3.082543108940061671e+00
2.665613045434544137e+00,1.343138339352521360e+00,9.680000000000000000e+02,4.363603929635357481e+00,1.000000000000000000e+00,4.363603929635357481e+00
2.353388751848174198e+00,1.502230732827452009e+00,9.680000000000000000e+02,3.400540804244365667e+00,1.000000000000000000e+00,3.400540804244365667e+00
2.684083287578161059e+00,1.335999577405122984e+00,9.680000000000000000e+02,4.422599288281356067e+00,1.000000000000000000e+00,4.422599288281356067e+00
2.456634633405250234e+00,1.443945275640192039e+00,9.680000000000000000e+02,3.706569891940478811e+00,1.000000000000000000e+00,3.706569891940478811e+00
2.276795701272543937e+00,1.548823809070897672e+00,9.680000000000000000e+02,3.182678958551354853e+00,1.000000000000000000e+00,3.182678958551354853e+00
2.177195023628165860e+00,1.614459162808644876e+00,9.680000000000000000e+02,2.910755802681678439e+00,1.000000000000000000e+00,2.910755802681678439e+00
2.419833803609674927e+00,1.465319392550903821e+00,9.680000000000000000e+02,3.594363589570225059e+00,1.000000000000000000e+00,3.594363589570225059e+00
2.057632425916891439e+00,1.704656210726406496e+00,9.680000000000000000e+02,2.599101575441239209e+00,1.000000000000000000e+00,2.599101575441239209e+00
1.923318399036005433e+00,1.820050469013276384e+00,9.680000000000000000e+02,2.271298044513563763e+00,1.000000000000000000e+00,2.271298044513563763e+00
2.040492424639317015e+00,1.718335375487426875e+00,9.680000000000000000e+02,2.556081569735869419e+00,1.000000000000000000e+00,2.556081569735869419e+00
1.871425563936018444e+00,1.869897557764950813e+00,9.680000000000000000e+02,2.150581649539573093e+00,1.000000000000000000e+00,2.150581649539573093e+00
1.955596586081171928e+00,1.789478655825168962e+00,9.680000000000000000e+02,2.348806145322118066e+00,1.000000000000000000e+00,2.348806145322118066e+00
1.930682358419273381e+00,1.812410417364660464e+00,9.680000000000000000e+02,2.289219032751280913e+00,1.000000000000000000e+00,2.289219032751280913e+00
2.375306336117543715e+00,1.490271432331010448e+00,9.680000000000000000e+02,3.463308153186373417e+00,1.000000000000000000e+00,3.463308153186373417e+00
2.051700306727187506e+00,1.706945724710719370e+00,9.680000000000000000e+02,2.586032336081664607e+00,1.000000000000000000e+00,2.586032336081664607e+00
2.514071319337680244e+00,1.416037988757789856e+00,9.680000000000000000e+02,3.879400471582250098e+00,1.000000000000000000e+00,3.879400471582250098e+00
1.990206579231176276e+00,1.760965373513790011e+00,9.680000000000000000e+02,2.431309938325892706e+00,1.000000000000000000e+00,2.431309938325892706e+00
2.271285047224774978e+00,1.551280032383605789e+00,9.680000000000000000e+02,3.168379208117800161e+00,1.000000000000000000e+00,3.168379208117800161e+00
2.066242026456453829e+00,1.697806779165837110e+00,9.680000000000000000e+02,2.620907889241858246e+00,1.000000000000000000e+00,2.620907889241858246e+00
2.065851362407808089e+00,1.696962134982630266e+00,9.680000000000000000e+02,2.620824541246051798e+00,1.000000000000000000e+00,2.620824541246051798e+00
2.318139659195393332e+00,1.522364396901436434e+00,9.680000000000000000e+02,3.300364524501145702e+00,1.000000000000000000e+00,3.300364524501145702e+00
2.207795876106399824e+00,1.594345505944927188e+00,9.680000000000000000e+02,2.992255487826908755e+00,1.000000000000000000e+00,2.992255487826908755e+00
2.013034584212463063e+00,1.741194894844704910e+00,9.680000000000000000e+02,2.487639606252511015e+00,1.000000000000000000e+00,2.487639606252511015e+00
2.235274037112471746e+00,1.575664950160214239e+00,9.680000000000000000e+02,3.067546521117062497e+00,1.000000000000000000e+00,3.067546521117062497e+00
1.890720281389552504e+00,1.850229500054445309e+00,9.680000000000000000e+02,2.195529166995509041e+00,1.000000000000000000e+00,2.195529166995509041e+00
2.275816313633164611e+00,1.548235143822180637e+00,9.680000000000000000e+02,3.181227158414861478e+00,1.000000000000000000e+00,3.181227158414861478e+00
2.314243161299783136e+00,1.524560386568807324e+00,9.680000000000000000e+02,3.289462831167089263e+00,1.000000000000000000e+00,3.289462831167089263e+00
2.027824747760176294e+00,1.729697870048135355e+00,9.680000000000000000e+02,2.523717602172008689e+00,1.000000000000000000e+00,2.523717602172008689e+00
2.745744201761270098e+00,1.309897766005013287e+00,9.680000000000000000e+02,4.628002512475889674e+00,1.000000000000000000e+00,4.628002512475889674e+00
2.039689778653390295e+00,1.718725750125705609e+00,9.680000000000000000e+02,2.554269843180643651e+00,1.000000000000000000e+00,2.554269843180643651e+00
2.160710528569389499e+00,1.626770592548053340e+00,9.680000000000000000e+02,2.866220058397374704e+00,1.000000000000000000e+00,2.866220058397374704e+00
2.209515869228527940e+00,1.593358785729318994e+00,9.680000000000000000e+02,2.996748038421577665e+00,1.000000000000000000e+00,2.996748038421577665e+00
2.257248669104823247e+00,1.560929857727164416e+00,9.680000000000000000e+02,3.128616859390695559e+00,1.000000000000000000e+00,3.128616859390695559e+00
2.022387021851261402e+00,1.732323427540142013e+00,9.680000000000000000e+02,2.511584999273951624e+00,1.000000000000000000e+00,2.511584999273951624e+00
2.252062470804035321e+00,1.564618077539697394e+00,9.680000000000000000e+02,3.113900726481948933e+00,1.000000000000000000e+00,3.113900726481948933e+00
2.189261109541312145e+00,1.605542164070415501e+00,9.680000000000000000e+02,2.943617737832358028e+00,1.000000000000000000e+00,2.943617737832358028e+00
2.295413045662058060e+00,1.537246143687135413e+00,9.680000000000000000e+02,3.234887463753759462e+00,1.000000000000000000e+00,3.234887463753759462e+00
2.022833127076215654e+00,1.732214038848806092e+00,9.680000000000000000e+02,2.512500906014885071e+00,1.000000000000000000e+00,2.512500906014885071e+00
2.019659879206065600e+00,1.735973589726369060e+00,9.680000000000000000e+02,2.503803864683866287e+00,1.000000000000000000e+00,2.503803864683866287e+00
2.384911551332363988e+00,1.483399634163983682e+00,9.680000000000000000e+02,3.493096375433696110e+00,1.000000000000000000e+00,3.493096375433696110e+00
2.041645340775860795e+00,1.715736881348017828e+00,9.680000000000000000e+02,2.560230610724348210e+00,1.000000000000000000e+00,2.560230610724348210e+00
2.716659471386613234e+00,1.321839242243101342e+00,9.680000000000000000e+02,4.530916832198750299e+00,1.000000000000000000e+00,4.530916832198750299e+00
2.980784549429124297e+00,1.220460338115013643e+00,9.680000000000000000e+02,5.455370087892108977e+00,1.000000000000000000e+00,5.455370087892108977e+00
2.275662526651416773e+00,1.549701786651645152e+00,9.680000000000000000e+02,3.179337857822285063e+00,1.000000000000000000e+00,3.179337857822285063e+00
2.253210034548035257e+00,1.564352319642720701e+00,9.680000000000000000e+02,3.116583972526758561e+00,1.000000000000000000e+00,3.116583972526758561e+00
2.143344999126762573e+00,1.640349426079045880e+00,9.680000000000000000e+02,2.819358502687447476e+00,1.000000000000000000e+00,2.819358502687447476e+00
2.404679895361187203e+00,1.473345238466307716e+00,9.680000000000000000e+02,3.549928377702848081e+00,1.000000000000000000e+00,3.549928377702848081e+00
2.113746616944928824e+00,1.660079571064494219e+00,9.680000000000000000e+02,2.743804293802746930e+00,1.000000000000000000e+00,2.743804293802746930e+00
1.889750829888160455e+00,1.851434361143517338e+00,9.680000000000000000e+02,2.193124124403390773e+00,1.000000000000000000e+00,2.193124124403390773e+00
2.434051618504097458e+00,1.457546333047883502e+00,9.680000000000000000e+02,3.636753532215211138e+00,1.000000000000000000e+00,3.636753532215211138e+00
1.971865113565095307e+00,1.774459613822497284e+00,9.680000000000000000e+02,2.388413388622389277e+00,1.000000000000000000e+00,2.388413388622389277e+00
1.941168675753723649e+00,1.803189089092716246e+00,9.680000000000000000e+02,2.313871780152764401e+00,1.000000000000000000e+00,2.313871780152764401e+00
