m1_source,m2_source,dL,likelihood,prior,posterior
2.524034201800143151e+00,1.532688608351590931e+00,8.500000000000000000e+02,3.743656893657148821e+00,1.000000000000000000e+00,3.743656893657148821e+00
2.208538099544491651e+00,1.735390948805398015e+00,8.500000000000000000e+02,2.866119380646141579e+00,1.000000000000000000e+00,2.866119380646141579e+00
1.965659733801683462e+00,1.944364219120268800e+00,8.500000000000000000e+02,2.270288185767317835e+00,1.000000000000000000e+00,2.270288185767317835e+00
2.321038009627579335e+00,1.656459783608555947e+00,8.500000000000000000e+02,3.164962767004326327e+00,1.000000000000000000e+00,3.164962767004326327e+00
1.994617219026425747e+00,1.915299803920476274e+00,8.500000000000000000e+02,2.338270976485650632e+00,1.000000000000000000e+00,2.338270976485650632e+00
2.164339534459417180e+00,1.768299898306654017e+00,8.500000000000000000e+02,2.753333520997314210e+00,1.000000000000000000e+00,2.753333520997314210e+00
2.105729943941418103e+00,1.816633099376171456e+00,8.500000000000000000e+02,2.605631321254898047e+00,1.000000000000000000e+00,2.605631321254898047e+00
2.206633682400372720e+00,1.736212454311649500e+00,8.500000000000000000e+02,2.861689999853238131e+00,1.000000000000000000e+00,2.861689999853238131e+00
2.428955464733458136e+00,1.586454620587246955e+00,8.500000000000000000e+02,3.467981416208120393e+00,1.000000000000000000e+00,3.467981416208120393e+00
2.777168062183195119e+00,1.406342218353993090e+00,8.500000000000000000e+02,4.534157339374920603e+00,1.000000000000000000e+00,4.534157339374920603e+00
2.078028644739601027e+00,1.838386686870038478e+00,8.500000000000000000e+02,2.538795795346826534e+00,1.000000000000000000e+00,2.538795795346826534e+00
2.662980847954077745e+00,1.460996636625139677e+00,8.500000000000000000e+02,4.166668867206204219e+00,1.000000000000000000e+00,4.166668867206204219e+00
2.047194541641893739e+00,1.866011332170579351e+00,8.500000000000000000e+02,2.463659783211088694e+00,1.000000000000000000e+00,2.463659783211088694e+00
2.177042192220750572e+00,1.757843674845083193e+00,8.500000000000000000e+02,2.786197267712366532e+00,1.000000000000000000e+00,2.786197267712366532e+00
2.518897038502782681e+00,1.535174967938944590e+00,8.500000000000000000e+02,3.728877751399168439e+00,1.000000000000000000e+00,3.728877751399168439e+00
2.209666219728021908e+00,1.733145017095866880e+00,8.500000000000000000e+02,2.870235967948247868e+00,1.000000000000000000e+00,2.870235967948247868e+00
2.271844515071264059e+00,1.688647216537634055e+00,8.500000000000000000e+02,3.033587401570452702e+00,1.000000000000000000e+00,3.033587401570452702e+00
2.044019012269259861e+00,1.870020434008020649e+00,8.500000000000000000e+02,2.455252329661743449e+00,1.000000000000000000e+00,2.455252329661743449e+00
3.052632264902930714e+00,1.296976421894932230e+00,8.500000000000000000e+02,5.476146715889183447e+00,1.000000000000000000e+00,5.476146715889183447e+00
2.111038340627180876e+00,1.812055764566513405e+00,8.500000000000000000e+02,2.618890736313750800e+00,1.000000000000000000e+00,2.618890736313750800e+00
2.806645962716526110e+00,1.394074519688863312e+00,8.500000000000000000e+02,4.629731975588009973e+00,1.000000000000000000e+00,4.629731975588009973e+00
2.850856919376072884e+00,1.374683113650601696e+00,8.500000000000000000e+02,4.777717589542958443e+00,1.000000000000000000e+00,4.777717589542958443e+00
2.495986753970840688e+00,1.547518942371528317e+00,8.500000000000000000e+02,3.661923053253620886e+00,1.000000000000000000e+00,3.661923053253620886e+00
2.050883692863787466e+00,1.864043673782425969e+00,8.500000000000000000e+02,2.471658902375361233e+00,1.000000000000000000e+00,2.471658902375361233e+00
2.236950534019209957e+00,1.713043421291883028e+00,8.500000000000000000e+02,2.941556511459149093e+00,1.000000000000000000e+00,2.941556511459149093e+00
2.072094196872190430e+00,1.845163669646671112e+00,8.500000000000000000e+02,2.523183218294830610e+00,1.000000000000000000e+00,2.523183218294830610e+00
2.523740716620093583e+00,1.532479111578729070e+00,8.500000000000000000e+02,3.743261666381291874e+00,1.000000000000000000e+00,3.743261666381291874e+00
2.679057315210367829e+00,1.451801573955429303e+00,8.500000000000000000e+02,4.219281691121039124e+00,1.000000000000000000e+00,4.219281691121039124e+00
2.319784248554740635e+00,1.654821923830537500e+00,8.500000000000000000e+02,3.163987027874606728e+00,1.000000000000000000e+00,3.163987027874606728e+00
2.121983900816853286e+00,1.801575672863355848e+00,8.500000000000000000e+02,2.647179941881535381e+00,1.000000000000000000e+00,2.647179941881535381e+00
2.624909933941688589e+00,1.477856331574552540e+00,8.500000000000000000e+02,4.051316700508027502e+00,1.000000000000000000e+00,4.051316700508027502e+00
2.133568071928379162e+00,1.792888153108979310e+00,8.500000000000000000e+02,2.675576289261924146e+00,1.000000000000000000e+00,2.675576289261924146e+00
2.521815573404665667e+00,1.533237429677236863e+00,8.500000000000000000e+02,3.737939868458442394e+00,1.000000000000000000e+00,3.737939868458442394e+00
2.649190779390428130e+00,1.467593129327243506e+00,8.500000000000000000e+02,4.123886853014254505e+00,1.000000000000000000e+00,4.123886853014254505e+00
2.299332362049085088e+00,1.669550890382283770e+00,8.500000000000000000e+02,3.107537087266836195e+00,1.000000000000000000e+00,3.107537087266836195e+00
2.101743573629701434e+00,1.820039482906286699e+00,8.500000000000000000e+02,2.595731975312959516e+00,1.000000000000000000e+00,2.595731975312959516e+00
2.149220809885499683e+00,1.780327922437286547e+00,8.500000000000000000e+02,2.714950936493610634e+00,1.000000000000000000e+00,2.714950936493610634e+00
2.048593116917636348e+00,1.865789815742115332e+00,8.500000000000000000e+02,2.466340438784688338e+00,1.000000000000000000e+00,2.466340438784688338e+00
2.128649085910350625e+00,1.797551441894320146e+00,8.500000000000000000e+02,2.662756174488541294e+00,1.000000000000000000e+00,2.662756174488541294e+00
2.391449063477716575e+00,1.611104531155107322e+00,8.500000000000000000e+02,3.359841490218178794e+00,1.000000000000000000e+00,3.359841490218178794e+00
2.775135534175408480e+00,1.408695819304462082e+00,8.500000000000000000e+02,4.525039518103073810e+00,1.000000000000000000e+00,4.525039518103073810e+00
2.071640585865033302e+00,1.843830475613296827e+00,8.500000000000000000e+02,2.523273841504428461e+00,1.000000000000000000e+00,2.523273841504428461e+00
2.117800462960115926e+00,1.805524062726485690e+00,8.500000000000000000e+02,2.636379540399202082e+00,1.000000000000000000e+00,2.636379540399202082e+00
2.039946425945176056e+00,1.872945190876853516e+00,8.500000000000000000e+02,2.445968103126920035e+00,1.000000000000000000e+00,2.445968103126920035e+00
2.155360267201107849e+00,1.775995685775757726e+00,8.500000000000000000e+02,2.730053458838535452e+00,1.000000000000000000e+00,2.730053458838535452e+00
2.012882160555183209e+00,1.898015758052243873e+00,8.500000000000000000e+02,2.381338311315000400e+00,1.000000000000000000e+00,2.381338311315000400e+00
2.449633380180208153e+00,1.575523629038895868e+00,8.500000000000000000e+02,3.525682016621131787e+00,1.000000000000000000e+00,3.525682016621131787e+00
2.273705176077160495e+00,1.687694908624583379e+00,8.500000000000000000e+02,3.038233778328249368e+00,1.000000000000000000e+00,3.038233778328249368e+00
2.297620702510543289e+00,1.671338259319439690e+00,8.500000000000000000e+02,3.102318472237773683e+00,1.000000000000000000e+00,3.102318472237773683e+00
2.076247747381688491e+00,1.840738631640315148e+00,8.500000000000000000e+02,2.533879629167755887e+00,1.000000000000000000e+00,2.533879629167755887e+00
2.321104951060867894e+00,1.656058208966815659e+00,8.500000000000000000e+02,3.165497771081573930e+00,1.000000000000000000e+00,3.165497771081573930e+00
2.482676197910414384e+00,1.555561702837842564e+00,8.500000000000000000e+02,3.622381168153199660e+00,1.000000000000000000e+00,3.622381168153199660e+00
2.268348813831242428e+00,1.692062930683864153e+00,8.500000000000000000e+02,3.023374427925041630e+00,1.000000000000000000e+00,3.023374427925041630e+00
2.640246291995758998e+00,1.472031370930015903e+00,8.500000000000000000e+02,4.096080326022601525e+00,1.000000000000000000e+00,4.096080326022601525e+00
2.209865619164445683e+00,1.733159213523936870e+00,8.500000000000000000e+02,2.870615580347993578e+00,1.000000000000000000e+00,2.870615580347993578e+00
2.252549274902592824e+00,1.701832404424474143e+00,8.500000000000000000e+02,2.982700615599787941e+00,1.000000000000000000e+00,2.982700615599787941e+00
2.243561226544663167e+00,1.708733073156552873e+00,8.500000000000000000e+02,2.958546613190576213e+00,1.000000000000000000e+00,2.958546613190576213e+00
2.417404219030160561e+00,1.593281731088579178e+00,8.500000000000000000e+02,3.435240691550199621e+00,1.000000000000000000e+00,3.435240691550199621e+00
2.231530491463199262e+00,1.718121328733651421e+00,8.500000000000000000e+02,2.926330814433913741e+00,1.000000000000000000e+00,2.926330814433913741e+00
2.017437563060909156e+00,1.893073373310335539e+00,8.500000000000000000e+02,2.392579496254019222e+00,1.000000000000000000e+00,2.392579496254019222e+00
2.653460861470170240e+00,1.464616871498656270e+00,8.500000000000000000e+02,4.138493229910924498e+00,1.000000000000000000e+00,4.138493229910924498e+00
2.536933986391375129e+00,1.524849083400845018e+00,8.500000000000000000e+02,3.783032396146277510e+00,1.000000000000000000e+00,3.783032396146277510e+00
2.515438792690252612e+00,1.536702537870133112e+00,8.500000000000000000e+02,3.719137951899768701e+00,1.000000000000000000e+00,3.719137951899768701e+00
2.296251766916746373e+00,1.672584755996868733e+00,8.500000000000000000e+02,3.098325678739431321e+00,1.000000000000000000e+00,3.098325678739431321e+00
2.225393275647294278e+00,1.721907201712139068e+00,8.500000000000000000e+02,2.910875776032251672e+00,1.000000000000000000e+00,2.910875776032251672e+00
2.298970251838901024e+00,1.669271896931977972e+00,8.500000000000000000e+02,3.107063121851156406e+00,1.000000000000000000e+00,3.107063121851156406e+00
2.309742231513611355e+00,1.663299921259451475e+00,8.500000000000000000e+02,3.134954309127270911e+00,1.000000000000000000e+00,3.134954309127270911e+00
2.225317176008088982e+00,1.721111007643242763e+00,8.500000000000000000e+02,2.911415565066538758e+00,1.000000000000000000e+00,2.911415565066538758e+00
2.559659631679739977e+00,1.512179018515850126e+00,8.500000000000000000e+02,3.851689718329462941e+00,1.000000000000000000e+00,3.851689718329462941e+00
2.019663863712142238e+00,1.890964244918358572e+00,8.500000000000000000e+02,2.397894360594987617e+00,1.000000000000000000e+00,2.397894360594987617e+00
2.201210984465344023e+00,1.738967024934925831e+00,8.500000000000000000e+02,2.848752375848825125e+00,1.000000000000000000e+00,2.848752375848825125e+00
1.980206090916786899e+00,1.928952062826477354e+00,8.500000000000000000e+02,2.304720878372414461e+00,1.000000000000000000e+00,2.304720878372414461e+00
2.497697297138106176e+00,1.546920698245204839e+00,8.500000000000000000e+02,3.666489090398808326e+00,1.000000000000000000e+00,3.666489090398808326e+00
2.740804600414926462e+00,1.423340977448875444e+00,8.500000000000000000e+02,4.415187114393406276e+00,1.000000000000000000e+00,4.415187114393406276e+00
1.967064703724298536e+00,1.941079737452295229e+00,8.500000000000000000e+02,2.274648000309223317e+00,1.000000000000000000e+00,2.274648000309223317e+00
2.535608096627236741e+00,1.524896050498260713e+00,8.500000000000000000e+02,3.779956741738708104e+00,1.000000000000000000e+00,3.779956741738708104e+00
2.120287090627424931e+00,1.803414358865824907e+00,8.500000000000000000e+02,2.642618152340625581e+00,1.000000000000000000e+00,2.642618152340625581e+00
1.986620408946315974e+00,1.923128416470696767e+00,8.500000000000000000e+02,2.319453393538152941e+00,1.000000000000000000e+00,2.319453393538152941e+00
2.064376944876303632e+00,1.852002818709765242e+00,8.500000000000000000e+02,2.504358934820787752e+00,1.000000000000000000e+00,2.504358934820787752e+00
2.477929465973775169e+00,1.557199382200118221e+00,8.500000000000000000e+02,3.609852558353647822e+00,1.000000000000000000e+00,3.609852558353647822e+00
2.183212164159975543e+00,1.754241042891292013e+00,8.500000000000000000e+02,2.801069211297997796e+00,1.000000000000000000e+00,2.801069211297997796e+00
2.167172539780105822e+00,1.766434487392109620e+00,8.500000000000000000e+02,2.760263597007256653e+00,1.000000000000000000e+00,2.760263597007256653e+00
2.321183072782406764e+00,1.655678375937071456e+00,8.500000000000000000e+02,3.166034615478132253e+00,1.000000000000000000e+00,3.166034615478132253e+00
