m1_source,m2_source,dL,likelihood,prior,posterior
1.897662104230898539e+00,1.163240622354509979e+00,7.750000000000000000e+02,2.800751701707144381e+00,1.000000000000000000e+00,2.800751701707144381e+00
1.786365666284748688e+00,1.229485369807360007e+00,7.750000000000000000e+02,2.482026799245722781e+00,1.000000000000000000e+00,2.482026799245722781e+00
1.576259442195434568e+00,1.385955215251079009e+00,7.750000000000000000e+02,1.931757329243035670e+00,1.000000000000000000e+00,1.931757329243035670e+00
2.224075282233938022e+00,1.011208066493482605e+00,7.750000000000000000e+02,3.846692105632640857e+00,1.000000000000000000e+00,3.846692105632640857e+00
1.799326607494524000e+00,1.221699895529639646e+00,7.750000000000000000e+02,2.517712800787339500e+00,1.000000000000000000e+00,2.517712800787339500e+00
1.513810603269402089e+00,1.440584514260620619e+00,7.750000000000000000e+02,1.782668662997856979e+00,1.000000000000000000e+00,1.782668662997856979e+00
1.601601689458097999e+00,1.364932577562574023e+00,7.750000000000000000e+02,1.994157608102062218e+00,1.000000000000000000e+00,1.994157608102062218e+00
1.597325821544592017e+00,1.367487593974020088e+00,7.750000000000000000e+02,1.984249838422520229e+00,1.000000000000000000e+00,1.984249838422520229e+00
1.942822348091887585e+00,1.138455117954950468e+00,7.750000000000000000e+02,2.936046570704696101e+00,1.000000000000000000e+00,2.936046570704696101e+00
1.912993430036048492e+00,1.155580434148660185e+00,7.750000000000000000e+02,2.845155964075419153e+00,1.000000000000000000e+00,2.845155964075419153e+00
1.969713548399408598e+00,1.124611173021299315e+00,7.750000000000000000e+02,3.017699855514955676e+00,1.000000000000000000e+00,3.017699855514955676e+00
2.036704647182321359e+00,1.091746739856104709e+00,7.750000000000000000e+02,3.226205416551906957e+00,1.000000000000000000e+00,3.226205416551906957e+00
1.850931958527671561e+00,1.190366797005453670e+00,7.750000000000000000e+02,2.664096609616231959e+00,1.000000000000000000e+00,2.664096609616231959e+00
2.437718761963127534e+00,9.348637077137885720e-01,7.750000000000000000e+02,4.622964678820350670e+00,1.000000000000000000e+00,4.622964678820350670e+00
1.567635780227629727e+00,1.393090096038748893e+00,7.750000000000000000e+02,1.910888520374714350e+00,1.000000000000000000e+00,1.910888520374714350e+00
2.097525711417459249e+00,1.063610774009475124e+00,7.750000000000000000e+02,3.422072632355149580e+00,1.000000000000000000e+00,3.422072632355149580e+00
2.015317670917559756e+00,1.102907175876659762e+00,7.750000000000000000e+02,3.157468497479263281e+00,1.000000000000000000e+00,3.157468497479263281e+00
1.667317730620653693e+00,1.312609402991427920e+00,7.750000000000000000e+02,2.161650801783049136e+00,1.000000000000000000e+00,2.161650801783049136e+00
1.551529964363092207e+00,1.408089641634702405e+00,7.750000000000000000e+02,1.871256109656406430e+00,1.000000000000000000e+00,1.871256109656406430e+00
2.208185240311292485e+00,1.017666630504881597e+00,7.750000000000000000e+02,3.791536729698211428e+00,1.000000000000000000e+00,3.791536729698211428e+00
2.126249717754974622e+00,1.052085860139422735e+00,7.750000000000000000e+02,3.514545872294184914e+00,1.000000000000000000e+00,3.514545872294184914e+00
1.498537544243232045e+00,1.454908876122975592e+00,7.750000000000000000e+02,1.747024609515141158e+00,1.000000000000000000e+00,1.747024609515141158e+00
1.809756712751878993e+00,1.215161966463204291e+00,7.750000000000000000e+02,2.547009205439124013e+00,1.000000000000000000e+00,2.547009205439124013e+00
1.702813408179070898e+00,1.286436339078950386e+00,7.750000000000000000e+02,2.254827621457470954e+00,1.000000000000000000e+00,2.254827621457470954e+00
1.836186460208821369e+00,1.199375552373078468e+00,7.750000000000000000e+02,2.621550327295152805e+00,1.000000000000000000e+00,2.621550327295152805e+00
1.566397672531585350e+00,1.393852784138204681e+00,7.750000000000000000e+02,1.908087946286836534e+00,1.000000000000000000e+00,1.908087946286836534e+00
1.725478907660705330e+00,1.270197112337294820e+00,7.750000000000000000e+02,2.315526804239607550e+00,1.000000000000000000e+00,2.315526804239607550e+00
2.026612354842222352e+00,1.096333653105958650e+00,7.750000000000000000e+02,3.194671505911884424e+00,1.000000000000000000e+00,3.194671505911884424e+00
2.102909910017948469e+00,1.061683079001055408e+00,7.750000000000000000e+02,3.438868504704540197e+00,1.000000000000000000e+00,3.438868504704540197e+00
1.485711295236279650e+00,1.469571835746048327e+00,7.750000000000000000e+02,1.715985137627998203e+00,1.000000000000000000e+00,1.715985137627998203e+00
2.028191636677947329e+00,1.096050473570957973e+00,7.750000000000000000e+02,3.198918580671099576e+00,1.000000000000000000e+00,3.198918580671099576e+00
2.268247009118149027e+00,9.937476141114349737e-01,7.750000000000000000e+02,4.002187898458579696e+00,1.000000000000000000e+00,4.002187898458579696e+00
1.670865319109543501e+00,1.309110938723978323e+00,7.750000000000000000e+02,2.171574395920306433e+00,1.000000000000000000e+00,2.171574395920306433e+00
1.979647412768545500e+00,1.120375617917080513e+00,7.750000000000000000e+02,3.047037365871853254e+00,1.000000000000000000e+00,3.047037365871853254e+00
1.640691404360894889e+00,1.332352826160138282e+00,7.750000000000000000e+02,2.093661126736288569e+00,1.000000000000000000e+00,2.093661126736288569e+00
1.498262468399135461e+00,1.455280947669042035e+00,7.750000000000000000e+02,1.746319189948157602e+00,1.000000000000000000e+00,1.746319189948157602e+00
1.703640742756618254e+00,1.285385065676539984e+00,7.750000000000000000e+02,2.257434759665124080e+00,1.000000000000000000e+00,2.257434759665124080e+00
1.740992268199514914e+00,1.259195071550677891e+00,7.750000000000000000e+02,2.357704894450964872e+00,1.000000000000000000e+00,2.357704894450964872e+00
1.580811437030830824e+00,1.382805743145279376e+00,7.750000000000000000e+02,1.942405115063674748e+00,1.000000000000000000e+00,1.942405115063674748e+00
2.193843780104535401e+00,1.023001260620888475e+00,7.750000000000000000e+02,3.743245450372896688e+00,1.000000000000000000e+00,3.743245450372896688e+00
1.610075858570977569e+00,1.357677667238815777e+00,7.750000000000000000e+02,2.015544703329192000e+00,1.000000000000000000e+00,2.015544703329192000e+00
1.560604292174813335e+00,1.398664456794023847e+00,7.750000000000000000e+02,1.894168780087609472e+00,1.000000000000000000e+00,1.894168780087609472e+00
1.493519545758996037e+00,1.462038593288623511e+00,7.750000000000000000e+02,1.733995132904847303e+00,1.000000000000000000e+00,1.733995132904847303e+00
1.595345841739138182e+00,1.368204569569765106e+00,7.750000000000000000e+02,1.980015656963179937e+00,1.000000000000000000e+00,1.980015656963179937e+00
2.107633839173934209e+00,1.058906688124502615e+00,7.750000000000000000e+02,3.455537602514501039e+00,1.000000000000000000e+00,3.455537602514501039e+00
1.702535945833924869e+00,1.286511554170275629e+00,7.750000000000000000e+02,2.254203681530588810e+00,1.000000000000000000e+00,2.254203681530588810e+00
1.907551071514195673e+00,1.158427873148152765e+00,7.750000000000000000e+02,2.829170222779951782e+00,1.000000000000000000e+00,2.829170222779951782e+00
1.683788378065987912e+00,1.299928346102636079e+00,7.750000000000000000e+02,2.204968451045099087e+00,1.000000000000000000e+00,2.204968451045099087e+00
1.509664271641910638e+00,1.444781469316252620e+00,7.750000000000000000e+02,1.772745672155206842e+00,1.000000000000000000e+00,1.772745672155206842e+00
1.911953241533767889e+00,1.154829960050662629e+00,7.750000000000000000e+02,2.843766694483976121e+00,1.000000000000000000e+00,2.843766694483976121e+00
1.491910657967354448e+00,1.462498987224154057e+00,7.750000000000000000e+02,1.730918984266673011e+00,1.000000000000000000e+00,1.730918984266673011e+00
1.746951401583699104e+00,1.255602825183359750e+00,7.750000000000000000e+02,2.373449274111402385e+00,1.000000000000000000e+00,2.373449274111402385e+00
1.477544681729841880e+00,1.475746387759002687e+00,7.750000000000000000e+02,1.698287000722622953e+00,1.000000000000000000e+00,1.698287000722622953e+00
1.854894821112238912e+00,1.187543392234900130e+00,7.750000000000000000e+02,2.676095853318754436e+00,1.000000000000000000e+00,2.676095853318754436e+00
1.706754401932081500e+00,1.283520153674096331e+00,7.750000000000000000e+02,2.265374679315350637e+00,1.000000000000000000e+00,2.265374679315350637e+00
1.617693702847697423e+00,1.351607083629401629e+00,7.750000000000000000e+02,2.034582834275255436e+00,1.000000000000000000e+00,2.034582834275255436e+00
1.861788288874219655e+00,1.183632827317005809e+00,7.750000000000000000e+02,2.695886983505416445e+00,1.000000000000000000e+00,2.695886983505416445e+00
1.619018775173070912e+00,1.350548813663568382e+00,7.750000000000000000e+02,2.037910517292340629e+00,1.000000000000000000e+00,2.037910517292340629e+00
2.182773045373600951e+00,1.027712979409773464e+00,7.750000000000000000e+02,3.705126727511966145e+00,1.000000000000000000e+00,3.705126727511966145e+00
2.091421613537705948e+00,1.066853120384827713e+00,7.750000000000000000e+02,3.401303850556645081e+00,1.000000000000000000e+00,3.401303850556645081e+00
1.976734412589892909e+00,1.122411388245428743e+00,7.750000000000000000e+02,3.037279892354802779e+00,1.000000000000000000e+00,3.037279892354802779e+00
1.556168413596014988e+00,1.402409579091104641e+00,7.750000000000000000e+02,1.883522953594881200e+00,1.000000000000000000e+00,1.883522953594881200e+00
2.207377412811111217e+00,1.018114218840962870e+00,7.750000000000000000e+02,3.788510665453075354e+00,1.000000000000000000e+00,3.788510665453075354e+00
2.085609650548767569e+00,1.068854733202466267e+00,7.750000000000000000e+02,3.383453043670773930e+00,1.000000000000000000e+00,3.383453043670773930e+00
1.735771412744415709e+00,1.263002088195036121e+00,7.750000000000000000e+02,2.343342859597737693e+00,1.000000000000000000e+00,2.343342859597737693e+00
2.071106675035432332e+00,1.076713393340471336e+00,7.750000000000000000e+02,3.334458882701625715e+00,1.000000000000000000e+00,3.334458882701625715e+00
1.728716267634127224e+00,1.268635720769434316e+00,7.750000000000000000e+02,2.323585161040872205e+00,1.000000000000000000e+00,2.323585161040872205e+00
