Mmax
2.108627059843823037e+00
2.231598331873058338e+00
2.480743309706848976e+00
2.072639087115286660e+00
2.217146367108181693e+00
2.294350944216205779e+00
2.271169037722885697e+00
2.344072232472334427e+00
2.690553956860622264e+00
2.256622212885551537e+00
2.421889297317807443e+00
2.338317554688658539e+00
2.229787758781901719e+00
2.625115586578153248e+00
2.109707169503083346e+00
2.246621430710074474e+00
2.478247753396511488e+00
2.273011026919780075e+00
2.317383780195524157e+00
2.277770597652361229e+00
2.187803455402284492e+00
2.116326191209306540e+00
2.448757990550499031e+00
2.044661760788874627e+00
2.356199208980560122e+00
2.147884455484725397e+00
2.061044135923301379e+00
2.222386351269165061e+00
2.079198498583257226e+00
2.225234417782870011e+00
2.041358329756798984e+00
2.449774896359971255e+00
2.180402756079363957e+00
2.669192531260079271e+00
2.041470910290847041e+00
2.290115029806192748e+00
2.517271107949164310e+00
2.204665286335546703e+00
2.225543821044197124e+00
2.096814370076951928e+00
2.376791074841128282e+00
2.364619192976610940e+00
2.144351980360520660e+00
2.126208009001542720e+00
2.083123083500159733e+00
2.536661860663909973e+00
2.335709271800257891e+00
2.312148557674071458e+00
2.080801516081265401e+00
2.057054097876740428e+00
2.411724839468370352e+00
2.096644777422372652e+00
2.140577516490023591e+00
2.078146279502916194e+00
2.225794588794177908e+00
2.412950649665663416e+00
2.047376863711966255e+00
2.209281311285186788e+00
2.249692398527899151e+00
2.418187079623038027e+00
2.352784619763016671e+00
2.054957833725586713e+00
2.108377231755304670e+00
2.778265492563898320e+00
2.227003777749717806e+00
2.467416158208340704e+00
2.332705435105344893e+00
2.088237961482084071e+00
2.495723932753976637e+00
2.287378413069447891e+00
2.141871244363978910e+00
2.352007399603111448e+00
2.207728349327133799e+00
2.299068657540976446e+00
2.560010981263086016e+00
2.161563724775317663e+00
2.556811404066722915e+00
2.286367896015544243e+00
2.113765898321871894e+00
2.274926158394369846e+00
2.257013941418229752e+00
2.939975149768780938e+00
2.012203080285623003e+00
2.404736986673477794e+00
2.513727685480963814e+00
2.350878831458200757e+00
2.016662811087925888e+00
2.218069264576169264e+00
2.367375593052659433e+00
2.122417485829978023e+00
2.065526121718393338e+00
2.339881987526650331e+00
2.110110348824409510e+00
2.073866580562485407e+00
2.352537353538163956e+00
2.143540212371930487e+00
2.776059628590281658e+00
2.091713707898642749e+00
2.119424908895350956e+00
2.061518275074218920e+00
2.349187338005032100e+00
2.113627969824451558e+00
2.370966932292210672e+00
2.070201323837762342e+00
2.224096466220752966e+00
2.383123212933010659e+00
2.169583485912963017e+00
2.408374425624463910e+00
2.373863699357368517e+00
2.134551894579263642e+00
2.133159920359100070e+00
2.134770438854537211e+00
2.524791971084841880e+00
2.577451914060697291e+00
2.266015972687375868e+00
2.262771691621313419e+00
2.314266748759079118e+00
2.385883038517789601e+00
2.157759516426553503e+00
2.310207302309201793e+00
2.052904210239419047e+00
2.197249004278919227e+00
2.256245778629034415e+00
2.144406678286603807e+00
2.337749447519925194e+00
2.192914332217308360e+00
2.085898704221932132e+00
2.316768610766014813e+00
2.395877419540425102e+00
2.415824429291165920e+00
2.060447485174280668e+00
2.211986628578073599e+00
2.138873226139315076e+00
2.280689461363096360e+00
2.121742829142778231e+00
2.186176856165507942e+00
2.522330596089608967e+00
2.138828082452230994e+00
2.374866099569046263e+00
